customer_id,customer_name,area_id,industry_type,company_size,annual_revenue,customer_status,customer_since
C0305,Sai Forgings & Castings,A001,Automotive,Medium,60200000.0,Active,2020-04-27
C0306,Siemens-Tier2 Metal Works,A001,Packaging,Large,132600000.0,Active,2019-11-17
C0307,Tata-Partner Polymers,A001,Pharmaceuticals,Large,101000000.0,Active,2022-12-06
C0308,Thermax-Vendor Chemicals & Processing,A001,Food Processing,Enterprise,328100000.0,Active,2020-11-22
C0309,Dynamic Industries,A001,Packaging,Enterprise,545000000.0,Active,2020-07-06
C0310,Sai Tech Solutions,A001,Chemicals,Medium,48000000.0,Active,2023-03-26
C0311,Vanguard Engineering Pvt Ltd,A002,Textile,Enterprise,880700000.0,Active,2022-09-05
C0312,Dynamic Forgings & Castings,A002,Pharmaceuticals,Medium,49800000.0,Active,2018-08-28
C0313,Sigma Auto Components,A002,Textile,Medium,33100000.0,Active,2021-11-20
C0314,Kalyani Engineering Pvt Ltd,A002,Engineering,Medium,78300000.0,Active,2022-12-22
C0315,Sai Forgings & Castings,A002,Electronics,Medium,82200000.0,Active,2020-05-01
C0316,Force Forgings & Castings,A002,Engineering,Enterprise,848700000.0,Active,2023-10-23
C0317,Force Polymers,A002,Chemicals,Large,229600000.0,Active,2021-08-18
C0318,Thermax-Vendor Automation Systems,A002,Pharmaceuticals,Large,154700000.0,Active,2021-08-04
C0319,Siemens-Tier2 Tech Solutions,A002,Packaging,Medium,52200000.0,Active,2021-01-19
C0320,Tata-Partner Packaging Solutions,A002,Metal Fabrication,Small,13700000.0,Active,2022-10-24
C0321,TechnoCraft Fabricators,A002,Metal Fabrication,Medium,49800000.0,Active,2021-10-27
C0322,Tata-Partner Tech Solutions,A002,Textile,Large,136300000.0,Active,2024-08-24
C0323,Thermax-Vendor Packaging Solutions,A002,Electronics,Enterprise,400900000.0,Active,2024-06-06
C0324,Matrix Packaging Solutions,A002,Textile,Enterprise,410400000.0,Active,2022-11-02
C0325,Pragati Engineering Pvt Ltd,A002,Engineering,Small,22800000.0,Active,2021-03-27
C0326,Thermax-Vendor Forgings & Castings,A002,Engineering,Medium,30500000.0,Active,2022-08-12
C0327,Precision Metal Works,A002,Electronics,Enterprise,309400000.0,Active,2022-09-14
C0328,Bharat Engineering Pvt Ltd,A002,Textile,Large,186400000.0,Active,2020-01-17
C0329,Schneider-Supplier Chemicals & Processing,A002,Food Processing,Medium,36400000.0,Active,2018-09-05
C0330,Tata-Partner Forgings & Castings,A002,Textile,Large,236700000.0,Active,2020-07-03
C0331,Sigma Polymers,A002,Electronics,Medium,89400000.0,Active,2019-05-22
C0332,Synergy Chemicals & Processing,A002,Automotive,Small,16300000.0,Active,2021-09-16
C0333,Precision Chemicals & Processing,A002,Automotive,Medium,35000000.0,Active,2024-07-21
C0334,Western Metal Works,A002,Engineering,Small,13100000.0,Active,2024-12-19
C0335,Omni Fabricators,A002,Automotive,Small,21300000.0,Active,2020-09-19
C0336,Atlas Engineering Pvt Ltd,A002,Metal Fabrication,Large,92800000.0,Active,2019-10-05
C0337,Schneider-Supplier Polymers,A002,Engineering,Large,119200000.0,Active,2019-10-27
C0338,Dynamic Chemicals & Processing,A002,Textile,Large,159100000.0,Active,2023-03-26
C0339,Schneider-Supplier Packaging Solutions,A002,Engineering,Large,99700000.0,Active,2021-04-27
C0340,Synergy Automation Systems,A002,Food Processing,Large,95300000.0,Active,2020-08-16
C0341,Tata-Partner Automation Systems,A002,Textile,Enterprise,559100000.0,Active,2023-10-22
C0342,Dynamic Auto Components,A002,Pharmaceuticals,Medium,72800000.0,Active,2018-05-05
C0343,Dynamic Packaging Solutions,A002,Metal Fabrication,Enterprise,490000000.0,Active,2018-02-01
C0344,Mahindra-Tier1 Tech Solutions,A002,Packaging,Large,108400000.0,Active,2018-03-14
C0345,Vanguard Industries,A002,Textile,Enterprise,362000000.0,Active,2018-06-18
C0346,Synergy Metal Works,A002,Packaging,Enterprise,307400000.0,Active,2021-07-25
C0347,Synergy Packaging Solutions,A002,Textile,Medium,64300000.0,Active,2019-11-13
C0348,Kirloskar-Style Tools & Dies,A002,Pharmaceuticals,Large,138300000.0,Active,2019-02-06
C0349,TechnoCraft Fabricators,A002,Food Processing,Large,177200000.0,Active,2018-06-09
C0350,Tata-Partner Packaging Solutions,A002,Electronics,Medium,57500000.0,Active,2019-05-01
C0351,Dynamic Automation Systems,A002,Food Processing,Large,169200000.0,Active,2021-11-20
C0352,Matrix Fabricators,A002,Packaging,Medium,58700000.0,Active,2019-07-11
C0353,Mahindra-Tier1 Packaging Solutions,A002,Electronics,Medium,49600000.0,Active,2020-07-12
C0354,Apex Metal Works,A002,Chemicals,Medium,70900000.0,Active,2022-01-24
C0355,Vanguard Packaging Solutions,A002,Chemicals,Enterprise,778600000.0,Active,2024-12-03
C0356,TechnoCraft Chemicals & Processing,A002,Electronics,Medium,68000000.0,Active,2019-05-22
C0357,Matrix Packaging Solutions,A002,Food Processing,Enterprise,344400000.0,Active,2022-08-19
C0358,Dynamic Industries,A002,Textile,Enterprise,626200000.0,Active,2024-06-23
C0359,Sai Metal Works,A002,Engineering,Small,22800000.0,Active,2023-11-12
C0360,Kirloskar-Style Chemicals & Processing,A002,Automotive,Enterprise,880100000.0,Active,2020-07-04
C0361,Bharat Auto Components,A002,Pharmaceuticals,Medium,60600000.0,Active,2022-09-19
C0362,Schneider-Supplier Metal Works,A002,Chemicals,Enterprise,524500000.0,Active,2021-11-19
C0363,Schneider-Supplier Industries,A002,Metal Fabrication,Large,269600000.0,Active,2021-02-10
C0364,TechnoCraft Auto Components,A002,Engineering,Medium,50900000.0,Active,2020-08-26
C0365,Force Industries,A002,Electronics,Large,175700000.0,Active,2021-12-23
C0366,Vanguard Automation Systems,A002,Engineering,Large,98000000.0,Active,2023-02-01
C0367,Western Chemicals & Processing,A002,Engineering,Medium,85800000.0,Active,2023-04-17
C0368,Kirloskar-Style Industries,A002,Metal Fabrication,Large,190800000.0,Active,2021-04-26
C0369,Dynamic Chemicals & Processing,A002,Metal Fabrication,Medium,68400000.0,Active,2021-07-01
C0370,Siemens-Tier2 Metal Works,A002,Chemicals,Enterprise,655300000.0,Active,2021-01-23
C0371,Force Forgings & Castings,A002,Pharmaceuticals,Small,19400000.0,Active,2024-09-06
C0372,Sigma Automation Systems,A002,Chemicals,Enterprise,368400000.0,Active,2023-08-17
C0373,Thermax-Vendor Automation Systems,A002,Food Processing,Enterprise,652200000.0,Active,2020-06-28
C0374,Vanguard Metal Works,A002,Metal Fabrication,Large,255400000.0,Active,2022-02-22
C0375,Matrix Automation Systems,A002,Engineering,Medium,48300000.0,Active,2019-06-23
C0376,Matrix Industries,A002,Food Processing,Enterprise,657900000.0,Active,2022-07-14
C0377,Kirloskar-Style Tech Solutions,A002,Textile,Medium,63300000.0,Active,2021-05-05
C0378,Kirloskar-Style Automation Systems,A002,Electronics,Small,24600000.0,Active,2018-08-05
C0379,Force Polymers,A002,Textile,Enterprise,545500000.0,Active,2021-07-23
C0380,Vanguard Tech Solutions,A002,Metal Fabrication,Small,19200000.0,Active,2024-04-10
C0381,Precision Fabricators,A002,Chemicals,Large,120300000.0,Active,2021-10-24
C0382,Omni Industries,A002,Textile,Small,19300000.0,Active,2020-09-27
C0383,Sigma Industries,A002,Automotive,Enterprise,627800000.0,Active,2021-02-24
C0384,Thermax-Vendor Forgings & Castings,A002,Pharmaceuticals,Small,17100000.0,Active,2020-02-15
C0385,Apex Forgings & Castings,A002,Chemicals,Large,245000000.0,Active,2022-11-14
C0386,Kirloskar-Style Metal Works,A002,Metal Fabrication,Medium,78800000.0,Active,2024-01-19
C0387,Sigma Industries,A002,Pharmaceuticals,Medium,49400000.0,Active,2023-05-10
C0388,Shree Fabricators,A002,Textile,Small,11400000.0,Active,2024-07-02
C0389,Deccan Chemicals & Processing,A002,Metal Fabrication,Medium,45000000.0,Active,2023-06-27
C0390,Tata-Partner Chemicals & Processing,A002,Food Processing,Enterprise,385300000.0,Active,2023-05-21
C0391,TechnoCraft Polymers,A002,Electronics,Small,20400000.0,Active,2024-02-13
C0392,Pragati Packaging Solutions,A002,Pharmaceuticals,Large,171800000.0,Active,2021-06-19
C0393,Bharat Packaging Solutions,A002,Engineering,Enterprise,680900000.0,Active,2023-06-28
C0394,Synergy Industries,A002,Food Processing,Medium,88100000.0,Active,2024-04-16
C0395,Deccan Automation Systems,A002,Pharmaceuticals,Large,188500000.0,Active,2019-10-28
C0396,Omni Automation Systems,A002,Automotive,Small,10800000.0,Active,2024-08-01
C0397,Apex Tools & Dies,A002,Electronics,Enterprise,300400000.0,Active,2021-04-23
C0398,Matrix Chemicals & Processing,A002,Pharmaceuticals,Medium,82500000.0,Active,2020-02-21
C0399,Sigma Fabricators,A002,Engineering,Large,209600000.0,Active,2023-03-02
C0400,Dynamic Chemicals & Processing,A002,Pharmaceuticals,Medium,55800000.0,Active,2018-12-04
C0401,Bharat Forgings & Castings,A002,Electronics,Small,11400000.0,Active,2019-09-22
C0402,Vanguard Engineering Pvt Ltd,A002,Automotive,Large,237100000.0,Active,2024-07-23
C0403,Matrix Tech Solutions,A002,Engineering,Medium,53000000.0,Active,2023-02-04
C0404,Western Automation Systems,A002,Pharmaceuticals,Medium,53000000.0,Active,2024-03-21
C0405,Atlas Tools & Dies,A002,Engineering,Small,20000000.0,Active,2019-08-12
C0406,Siemens-Tier2 Forgings & Castings,A002,Metal Fabrication,Enterprise,669600000.0,Active,2021-04-03
C0407,Apex Tools & Dies,A002,Engineering,Enterprise,510900000.0,Active,2021-06-26
C0408,Matrix Forgings & Castings,A002,Pharmaceuticals,Small,13500000.0,Active,2022-10-24
C0409,Kalyani Fabricators,A002,Automotive,Large,127000000.0,Active,2022-09-07
C0410,Siemens-Tier2 Polymers,A002,Pharmaceuticals,Small,23100000.0,Active,2024-04-16
C0411,Dynamic Auto Components,A002,Chemicals,Enterprise,682800000.0,Active,2018-09-01
C0412,Sigma Automation Systems,A002,Metal Fabrication,Enterprise,816500000.0,Active,2022-07-12
C0413,Sai Chemicals & Processing,A002,Metal Fabrication,Enterprise,872700000.0,Active,2024-02-01
C0414,Shree Auto Components,A002,Automotive,Large,128800000.0,Active,2018-07-17
C0415,Mahindra-Tier1 Chemicals & Processing,A002,Textile,Enterprise,554100000.0,Active,2021-02-21
C0416,Sai Industries,A002,Metal Fabrication,Large,105000000.0,Active,2018-09-07
C0417,Matrix Industries,A002,Packaging,Enterprise,651900000.0,Active,2024-11-22
C0418,Thermax-Vendor Auto Components,A002,Pharmaceuticals,Enterprise,738000000.0,Active,2024-04-02
C0419,Tata-Partner Auto Components,A002,Food Processing,Small,17200000.0,Active,2022-01-10
C0420,Atlas Packaging Solutions,A002,Metal Fabrication,Small,9200000.0,Active,2019-12-01
C0421,Kirloskar-Style Tech Solutions,A002,Packaging,Large,120100000.0,Active,2019-12-25
C0422,Deccan Packaging Solutions,A002,Engineering,Small,15000000.0,Active,2021-05-17
C0423,Synergy Fabricators,A002,Engineering,Enterprise,573100000.0,Active,2020-01-16
C0424,Shree Tools & Dies,A002,Packaging,Medium,45300000.0,Active,2018-10-22
C0425,Siemens-Tier2 Auto Components,A002,Chemicals,Small,9800000.0,Active,2024-01-08
C0426,Precision Tech Solutions,A002,Packaging,Enterprise,852100000.0,Active,2019-01-18
C0427,Schneider-Supplier Packaging Solutions,A002,Food Processing,Medium,49300000.0,Active,2021-12-11
C0428,Deccan Auto Components,A002,Packaging,Small,18000000.0,Active,2018-03-08
C0429,Pragati Engineering Pvt Ltd,A002,Food Processing,Small,24800000.0,Active,2024-05-25
C0430,Mahindra-Tier1 Automation Systems,A002,Engineering,Enterprise,304800000.0,Active,2019-05-19
C0431,Mahindra-Tier1 Packaging Solutions,A002,Chemicals,Enterprise,521000000.0,Active,2021-04-24
C0432,Sai Forgings & Castings,A002,Metal Fabrication,Small,25800000.0,Active,2018-04-18
C0433,Sigma Chemicals & Processing,A002,Automotive,Large,90300000.0,Active,2023-07-28
C0434,Siemens-Tier2 Packaging Solutions,A002,Pharmaceuticals,Small,12700000.0,Active,2019-07-16
C0435,Precision Tools & Dies,A002,Pharmaceuticals,Small,9800000.0,Active,2019-09-14
C0436,Schneider-Supplier Automation Systems,A002,Electronics,Small,19500000.0,Active,2022-03-21
C0437,Dynamic Auto Components,A002,Automotive,Enterprise,697500000.0,Active,2019-04-10
C0438,Deccan Automation Systems,A002,Food Processing,Large,147300000.0,Active,2020-04-03
C0439,Force Tools & Dies,A002,Engineering,Medium,36300000.0,Active,2021-08-11
C0440,TechnoCraft Auto Components,A002,Textile,Large,263600000.0,Active,2019-08-10
C0441,Vanguard Fabricators,A002,Engineering,Small,11800000.0,Active,2023-05-27
C0442,Schneider-Supplier Packaging Solutions,A002,Automotive,Medium,80200000.0,Active,2020-03-03
C0443,Schneider-Supplier Forgings & Castings,A002,Packaging,Enterprise,608100000.0,Active,2023-05-09
C0444,Kirloskar-Style Engineering Pvt Ltd,A002,Food Processing,Enterprise,633600000.0,Active,2022-04-04
C0445,Vanguard Auto Components,A002,Metal Fabrication,Small,9200000.0,Active,2024-04-05
C0446,Force Polymers,A002,Packaging,Small,19500000.0,Active,2020-02-01
C0447,Synergy Forgings & Castings,A002,Electronics,Medium,35500000.0,Active,2024-06-04
C0448,Precision Tech Solutions,A002,Automotive,Medium,85400000.0,Active,2021-12-13
C0449,Omni Engineering Pvt Ltd,A002,Food Processing,Enterprise,403700000.0,Active,2019-03-09
C0450,Deccan Tech Solutions,A002,Metal Fabrication,Small,20100000.0,Active,2022-04-21
C0451,Mahindra-Tier1 Tech Solutions,A002,Food Processing,Enterprise,336600000.0,Active,2020-07-05
C0452,TechnoCraft Forgings & Castings,A002,Textile,Medium,67800000.0,Active,2024-09-26
C0453,Bharat Polymers,A002,Packaging,Enterprise,626700000.0,Active,2021-06-19
C0454,Pragati Automation Systems,A002,Food Processing,Large,122400000.0,Active,2020-10-08
C0455,Bharat Fabricators,A002,Automotive,Enterprise,617700000.0,Active,2024-10-08
C0456,Kirloskar-Style Auto Components,A002,Chemicals,Medium,46000000.0,Active,2024-12-02
C0457,Tata-Partner Metal Works,A002,Food Processing,Large,258300000.0,Active,2024-03-06
C0458,Tata-Partner Metal Works,A002,Packaging,Large,254500000.0,Active,2018-12-23
C0459,Sigma Metal Works,A002,Metal Fabrication,Medium,80200000.0,Active,2024-08-18
C0460,Mahindra-Tier1 Tools & Dies,A002,Electronics,Small,10600000.0,Active,2019-10-08
C0461,Bharat Industries,A003,Electronics,Small,15000000.0,Active,2022-04-26
C0462,Matrix Automation Systems,A003,Metal Fabrication,Large,100700000.0,Active,2019-10-23
C0463,Matrix Auto Components,A003,Textile,Large,262900000.0,Active,2020-12-22
C0464,Dynamic Metal Works,A003,Engineering,Large,144300000.0,Active,2019-03-24
C0465,TechnoCraft Chemicals & Processing,A003,Electronics,Large,121400000.0,Active,2022-12-20
C0466,Sigma Forgings & Castings,A003,Metal Fabrication,Enterprise,484100000.0,Active,2023-05-05
C0467,Kirloskar-Style Packaging Solutions,A003,Automotive,Enterprise,810500000.0,Active,2024-10-02
C0468,Kirloskar-Style Metal Works,A003,Packaging,Medium,68400000.0,Active,2018-08-05
C0469,Western Packaging Solutions,A003,Engineering,Medium,50800000.0,Active,2020-03-21
C0470,Synergy Packaging Solutions,A003,Packaging,Enterprise,306800000.0,Active,2019-04-23
C0471,Synergy Automation Systems,A003,Pharmaceuticals,Small,22000000.0,Active,2018-07-15
C0472,Siemens-Tier2 Polymers,A003,Metal Fabrication,Enterprise,595800000.0,Active,2021-06-18
C0473,Dynamic Auto Components,A003,Electronics,Medium,39800000.0,Active,2018-01-10
C0474,Bharat Automation Systems,A003,Pharmaceuticals,Small,10300000.0,Active,2019-07-06
C0475,Siemens-Tier2 Auto Components,A003,Textile,Small,15100000.0,Active,2022-08-23
C0476,Bharat Polymers,A003,Metal Fabrication,Enterprise,394300000.0,Active,2018-06-07
C0477,Force Polymers,A003,Textile,Large,208900000.0,Active,2020-04-04
C0478,Precision Polymers,A003,Textile,Enterprise,392200000.0,Active,2020-01-14
C0479,Synergy Fabricators,A003,Electronics,Medium,35800000.0,Active,2019-03-21
C0480,Mahindra-Tier1 Auto Components,A003,Electronics,Small,14600000.0,Active,2021-08-16
C0481,Atlas Fabricators,A003,Engineering,Enterprise,410900000.0,Active,2021-06-06
C0482,Vanguard Engineering Pvt Ltd,A003,Pharmaceuticals,Enterprise,579000000.0,Active,2019-05-19
C0483,Precision Tools & Dies,A003,Engineering,Small,21000000.0,Active,2024-09-14
C0484,Shree Forgings & Castings,A003,Textile,Small,24100000.0,Active,2024-09-14
C0485,Sai Chemicals & Processing,A003,Electronics,Medium,58600000.0,Active,2018-07-28
C0486,Schneider-Supplier Engineering Pvt Ltd,A003,Textile,Medium,37200000.0,Active,2024-08-06
C0487,Kirloskar-Style Forgings & Castings,A003,Chemicals,Medium,32600000.0,Active,2018-11-14
C0488,Force Chemicals & Processing,A003,Metal Fabrication,Large,147600000.0,Active,2023-02-03
C0489,Dynamic Industries,A003,Food Processing,Large,244200000.0,Active,2022-08-28
C0490,Bharat Packaging Solutions,A003,Textile,Enterprise,367500000.0,Active,2019-03-19
C0491,Shree Metal Works,A003,Engineering,Small,19100000.0,Active,2018-05-28
C0492,Sai Automation Systems,A003,Food Processing,Large,158900000.0,Active,2021-10-20
C0493,Omni Engineering Pvt Ltd,A003,Metal Fabrication,Large,162500000.0,Active,2022-10-22
C0494,Schneider-Supplier Polymers,A003,Automotive,Enterprise,833700000.0,Active,2020-12-08
C0495,Precision Packaging Solutions,A003,Electronics,Large,251500000.0,Active,2018-06-27
C0496,Mahindra-Tier1 Fabricators,A003,Pharmaceuticals,Enterprise,814900000.0,Active,2023-02-28
C0497,Tata-Partner Tools & Dies,A003,Pharmaceuticals,Enterprise,764400000.0,Active,2020-05-24
C0498,TechnoCraft Metal Works,A003,Engineering,Medium,56500000.0,Active,2024-07-24
C0499,Omni Industries,A003,Packaging,Small,18300000.0,Active,2019-02-10
C0500,Schneider-Supplier Industries,A003,Food Processing,Medium,76800000.0,Active,2022-10-01
C0501,Kirloskar-Style Forgings & Castings,A003,Chemicals,Small,13500000.0,Active,2021-01-12
C0502,Schneider-Supplier Forgings & Castings,A003,Pharmaceuticals,Large,238200000.0,Active,2022-07-21
C0503,Apex Chemicals & Processing,A003,Automotive,Medium,52300000.0,Active,2022-08-06
C0504,Omni Metal Works,A003,Textile,Large,152000000.0,Active,2024-05-24
C0505,Schneider-Supplier Auto Components,A003,Pharmaceuticals,Small,16000000.0,Active,2019-10-25
C0506,Force Forgings & Castings,A003,Chemicals,Medium,46100000.0,Active,2021-09-01
C0507,Atlas Engineering Pvt Ltd,A003,Electronics,Medium,68800000.0,Active,2022-01-08
C0508,Deccan Metal Works,A003,Pharmaceuticals,Large,166300000.0,Active,2021-06-15
C0509,Deccan Forgings & Castings,A003,Electronics,Large,211900000.0,Active,2024-10-13
C0510,Shree Auto Components,A003,Automotive,Large,191100000.0,Active,2022-10-10
C0511,Mahindra-Tier1 Chemicals & Processing,A003,Engineering,Enterprise,338300000.0,Active,2020-11-11
C0512,Deccan Fabricators,A003,Pharmaceuticals,Medium,39000000.0,Active,2024-04-02
C0513,Kalyani Polymers,A003,Packaging,Medium,73300000.0,Active,2023-08-10
C0514,Deccan Polymers,A003,Food Processing,Enterprise,742000000.0,Active,2022-12-19
C0515,Force Automation Systems,A003,Chemicals,Enterprise,843900000.0,Active,2023-06-17
C0516,Mahindra-Tier1 Tools & Dies,A003,Textile,Medium,47600000.0,Active,2021-03-24
C0517,Deccan Packaging Solutions,A003,Textile,Medium,86800000.0,Active,2020-11-03
C0518,Tata-Partner Automation Systems,A003,Chemicals,Large,165700000.0,Active,2020-06-09
C0519,Shree Fabricators,A003,Electronics,Small,17500000.0,Active,2024-11-19
C0520,Shree Metal Works,A003,Engineering,Enterprise,833700000.0,Active,2022-02-28
C0521,Atlas Polymers,A003,Textile,Large,164400000.0,Active,2024-03-05
C0522,Force Automation Systems,A003,Food Processing,Enterprise,385900000.0,Active,2024-12-06
C0523,Synergy Tech Solutions,A003,Packaging,Medium,48800000.0,Active,2018-01-15
C0524,Deccan Forgings & Castings,A003,Metal Fabrication,Medium,59400000.0,Active,2024-02-05
C0525,Kalyani Polymers,A003,Food Processing,Enterprise,557400000.0,Active,2021-07-01
C0526,Precision Industries,A003,Chemicals,Large,261000000.0,Active,2020-09-07
C0527,Bharat Chemicals & Processing,A003,Automotive,Medium,43600000.0,Active,2020-05-05
C0528,Apex Polymers,A003,Textile,Large,120100000.0,Active,2024-01-10
C0529,Mahindra-Tier1 Tech Solutions,A003,Textile,Large,168100000.0,Active,2023-03-11
C0530,Omni Automation Systems,A003,Chemicals,Medium,86900000.0,Active,2024-07-01
C0531,Tata-Partner Forgings & Castings,A003,Metal Fabrication,Medium,74000000.0,Active,2022-09-06
C0532,Apex Automation Systems,A003,Automotive,Enterprise,825900000.0,Active,2020-09-20
C0533,Precision Metal Works,A003,Automotive,Small,20800000.0,Active,2018-01-23
C0534,Apex Polymers,A003,Electronics,Enterprise,374200000.0,Active,2020-08-23
C0535,Matrix Forgings & Castings,A003,Automotive,Large,165800000.0,Active,2018-11-17
C0536,Deccan Metal Works,A003,Metal Fabrication,Enterprise,798400000.0,Active,2018-09-24
C0537,Kalyani Auto Components,A003,Pharmaceuticals,Small,23100000.0,Active,2021-04-20
C0538,Force Fabricators,A003,Textile,Medium,51500000.0,Active,2021-05-06
C0539,Precision Industries,A003,Electronics,Medium,71300000.0,Active,2021-06-08
C0540,Bharat Engineering Pvt Ltd,A003,Engineering,Small,24000000.0,Active,2023-08-05
C0541,Synergy Industries,A003,Engineering,Small,25300000.0,Active,2023-04-15
C0542,Mahindra-Tier1 Fabricators,A003,Electronics,Small,10800000.0,Active,2019-01-28
C0543,Mahindra-Tier1 Automation Systems,A003,Packaging,Enterprise,743100000.0,Active,2018-01-01
C0544,Matrix Chemicals & Processing,A003,Metal Fabrication,Large,154400000.0,Active,2021-10-09
C0545,Siemens-Tier2 Auto Components,A003,Packaging,Large,122900000.0,Active,2021-07-15
C0546,Deccan Polymers,A004,Electronics,Enterprise,689300000.0,Active,2024-03-04
C0547,Matrix Packaging Solutions,A004,Automotive,Medium,36200000.0,Active,2022-08-26
C0548,Shree Chemicals & Processing,A004,Electronics,Medium,66700000.0,Active,2024-06-20
C0549,Bharat Chemicals & Processing,A004,Metal Fabrication,Enterprise,852200000.0,Active,2018-07-15
C0550,Precision Auto Components,A004,Pharmaceuticals,Large,92200000.0,Active,2024-11-17
C0551,Siemens-Tier2 Metal Works,A004,Chemicals,Large,183400000.0,Active,2023-12-20
C0552,Apex Polymers,A004,Chemicals,Enterprise,507400000.0,Active,2023-11-13
C0553,Matrix Industries,A004,Automotive,Small,20600000.0,Active,2019-09-28
C0554,Omni Tech Solutions,A004,Metal Fabrication,Small,22500000.0,Active,2020-04-11
C0555,Deccan Engineering Pvt Ltd,A004,Textile,Medium,63000000.0,Active,2021-07-27
C0556,Tata-Partner Auto Components,A004,Electronics,Enterprise,780800000.0,Active,2021-02-28
C0557,Omni Tech Solutions,A004,Packaging,Small,26700000.0,Active,2023-11-01
C0558,Apex Polymers,A004,Food Processing,Small,19000000.0,Active,2018-02-26
C0559,Kalyani Metal Works,A004,Pharmaceuticals,Medium,69300000.0,Active,2021-06-12
C0560,Precision Forgings & Castings,A004,Electronics,Large,190800000.0,Active,2022-10-16
C0561,Schneider-Supplier Chemicals & Processing,A004,Packaging,Enterprise,368400000.0,Active,2024-11-08
C0562,Bharat Automation Systems,A004,Packaging,Large,188600000.0,Active,2020-12-04
C0563,Precision Tools & Dies,A004,Electronics,Medium,79300000.0,Active,2023-12-14
C0564,Apex Fabricators,A004,Chemicals,Medium,37200000.0,Active,2024-07-07
C0565,Vanguard Forgings & Castings,A004,Packaging,Small,22600000.0,Active,2018-11-27
C0566,Atlas Metal Works,A004,Engineering,Enterprise,574400000.0,Active,2022-09-05
C0567,Omni Engineering Pvt Ltd,A004,Textile,Small,19000000.0,Active,2021-10-16
C0568,Pragati Tools & Dies,A004,Metal Fabrication,Medium,36200000.0,Active,2023-10-20
C0569,Western Industries,A004,Food Processing,Enterprise,887700000.0,Active,2023-04-09
C0570,Dynamic Automation Systems,A004,Pharmaceuticals,Enterprise,782900000.0,Active,2019-07-20
C0571,Schneider-Supplier Packaging Solutions,A004,Textile,Large,241800000.0,Active,2022-06-23
C0572,Siemens-Tier2 Industries,A004,Chemicals,Medium,42600000.0,Active,2023-05-22
C0573,Sigma Chemicals & Processing,A004,Metal Fabrication,Medium,60200000.0,Active,2023-11-11
C0574,Schneider-Supplier Auto Components,A004,Packaging,Enterprise,649700000.0,Active,2023-12-14
C0575,Atlas Packaging Solutions,A004,Textile,Large,247900000.0,Active,2021-01-17
C0576,Apex Engineering Pvt Ltd,A004,Food Processing,Medium,33200000.0,Active,2018-04-09
C0577,Kirloskar-Style Fabricators,A004,Pharmaceuticals,Medium,80400000.0,Active,2023-05-07
C0578,Sai Engineering Pvt Ltd,A004,Packaging,Enterprise,361500000.0,Active,2024-11-24
C0579,Sai Forgings & Castings,A004,Textile,Enterprise,442600000.0,Active,2024-12-10
C0580,Schneider-Supplier Chemicals & Processing,A004,Automotive,Enterprise,532500000.0,Active,2024-11-11
C0581,Sai Engineering Pvt Ltd,A004,Automotive,Large,126600000.0,Active,2024-08-27
C0582,Tata-Partner Chemicals & Processing,A004,Packaging,Medium,76600000.0,Active,2019-05-15
C0583,Kirloskar-Style Chemicals & Processing,A004,Engineering,Medium,87700000.0,Active,2023-09-04
C0584,Dynamic Engineering Pvt Ltd,A004,Food Processing,Large,190200000.0,Active,2019-03-19
C0585,Deccan Engineering Pvt Ltd,A004,Packaging,Enterprise,725800000.0,Active,2019-01-05
C0586,Western Metal Works,A004,Automotive,Large,178300000.0,Active,2022-09-12
C0587,Synergy Packaging Solutions,A004,Packaging,Medium,87400000.0,Active,2022-02-26
C0588,Pragati Tools & Dies,A004,Food Processing,Enterprise,355200000.0,Active,2019-04-22
C0589,Western Automation Systems,A004,Packaging,Large,129300000.0,Active,2024-10-17
C0590,Omni Industries,A004,Automotive,Small,21000000.0,Active,2021-04-21
C0591,Kalyani Metal Works,A004,Chemicals,Small,21300000.0,Active,2020-07-26
C0592,Apex Polymers,A004,Pharmaceuticals,Large,94400000.0,Active,2022-06-17
C0593,Pragati Tech Solutions,A004,Electronics,Small,14300000.0,Active,2023-04-11
C0594,Pragati Auto Components,A004,Engineering,Medium,88300000.0,Active,2024-09-18
C0595,Bharat Chemicals & Processing,A004,Engineering,Medium,70200000.0,Active,2024-04-28
C0596,Atlas Polymers,A004,Engineering,Medium,62300000.0,Active,2023-12-25
C0597,TechnoCraft Chemicals & Processing,A004,Engineering,Medium,31400000.0,Active,2023-06-02
C0598,Synergy Auto Components,A004,Automotive,Medium,77700000.0,Active,2022-02-19
C0599,Tata-Partner Fabricators,A004,Food Processing,Enterprise,570700000.0,Active,2021-07-11
C0600,Bharat Polymers,A004,Engineering,Small,20500000.0,Active,2022-02-25
C0601,Siemens-Tier2 Metal Works,A004,Automotive,Small,15400000.0,Active,2022-02-10
C0602,Atlas Fabricators,A004,Engineering,Large,227700000.0,Active,2021-07-13
C0603,Atlas Engineering Pvt Ltd,A004,Electronics,Medium,62000000.0,Active,2019-12-13
C0604,Sai Fabricators,A004,Metal Fabrication,Large,211900000.0,Active,2024-12-21
C0605,Sigma Engineering Pvt Ltd,A004,Textile,Medium,37400000.0,Active,2018-10-20
C0606,Dynamic Industries,A004,Textile,Small,14500000.0,Active,2023-12-24
C0607,Sigma Forgings & Castings,A004,Food Processing,Medium,39700000.0,Active,2019-10-27
