transaction_id,customer_id,product_id,dealer_id,area_id,transaction_date,quantity,unit_price,sales_amount
T002391,C0719,P006,D017,A004,2024-08-08,12,17575.0,210900.0
T002392,C0317,P002,D010,A002,2026-01-17,5,6500.0,32500.0
T002393,C0829,P013,D018,A004,2025-02-22,9,95000.0,855000.0
T002394,C0272,P012,D005,A001,2025-02-25,7,31000.0,217000.0
T002395,C1708,P009,D036,A011,2025-12-26,10,8075.0,80750.0
T002396,C0670,P007,D015,A004,2025-09-06,10,80750.0,807500.0
T002397,C0295,P005,D006,A001,2024-06-17,12,11875.0,142500.0
T002398,C0042,P010,D006,A001,2024-07-09,8,22000.0,176000.0
T002399,C1232,P005,D025,A005,2025-05-07,11,11875.0,130625.0
T002400,C1214,P003,D019,A005,2024-09-16,1,120000.0,120000.0
T002401,C0660,P007,D016,A004,2024-02-03,5,85000.0,425000.0
T002402,C0124,P009,D005,A001,2026-05-08,2,8500.0,17000.0
T002403,C0783,P003,D015,A004,2025-04-11,5,120000.0,600000.0
T002404,C0604,P010,D015,A004,2024-10-15,2,22000.0,44000.0
T002405,C1300,P003,D026,A006,2026-03-12,9,120000.0,1080000.0
T002406,C1152,P002,D023,A005,2026-07-26,12,6175.0,74100.0
T002407,C0701,P005,D016,A004,2025-05-05,5,12500.0,62500.0
T002408,C0418,P002,D009,A002,2024-01-09,3,6500.0,19500.0
T002409,C1876,P007,D040,A013,2025-07-01,14,80750.0,1130500.0
T002410,C0882,P013,D017,A004,2025-01-08,11,90250.0,992750.0
T002411,C1320,P006,D028,A007,2026-06-16,10,17575.0,175750.0
T002412,C0268,P012,D006,A001,2026-03-23,2,31000.0,62000.0
T002413,C0956,P006,D015,A004,2026-04-07,9,18500.0,166500.0
T002414,C0047,P003,D002,A001,2025-07-04,4,120000.0,480000.0
T002415,C0991,P010,D019,A005,2025-07-14,15,20900.0,313500.0
T002416,C1830,P004,D038,A013,2026-04-18,5,38000.0,190000.0
T002417,C0733,P014,D014,A004,2024-11-15,15,26600.0,399000.0
T002418,C0059,P010,D004,A001,2026-02-01,14,20900.0,292600.0
T002419,C0051,P010,D006,A001,2026-08-03,2,22000.0,44000.0
T002420,C0744,P015,D014,A004,2024-10-29,2,49000.0,98000.0
T002421,C0308,P004,D001,A001,2024-12-06,15,36100.0,541500.0
T002422,C0041,P002,D003,A001,2024-08-16,1,6500.0,6500.0
T002423,C1460,P008,D029,A008,2025-06-29,2,54000.0,108000.0
T002424,C0892,P015,D018,A004,2025-02-21,6,49000.0,294000.0
T002425,C0556,P006,D016,A004,2025-02-20,12,17575.0,210900.0
T002426,C1733,P006,D037,A012,2024-05-02,13,17575.0,228475.0
T002427,C0215,P002,D002,A001,2025-02-20,10,6175.0,61750.0
T002428,C1820,P005,D038,A013,2026-08-15,10,11875.0,118750.0
T002429,C0613,P002,D018,A004,2026-02-05,7,6500.0,45500.0
T002430,C1706,P001,D036,A011,2024-06-12,11,42750.0,470250.0
T002431,C1139,P009,D020,A005,2025-03-03,14,8075.0,113050.0
T002432,C1592,P011,D035,A010,2024-12-30,15,39900.0,598500.0
T002433,C1872,P014,D041,A013,2024-05-29,1,28000.0,28000.0
T002434,C0556,P013,D018,A004,2024-03-29,12,90250.0,1083000.0
T002435,C1829,P011,D040,A013,2025-05-19,3,42000.0,126000.0
T002436,C0746,P004,D014,A004,2024-05-29,1,38000.0,38000.0
T002437,C0736,P014,D015,A004,2025-07-26,6,28000.0,168000.0
T002438,C0660,P004,D017,A004,2025-04-19,2,38000.0,76000.0
T002439,C1044,P003,D024,A005,2026-04-10,1,120000.0,120000.0
T002440,C0295,P013,D006,A001,2024-01-24,12,90250.0,1083000.0
T002441,C1062,P013,D022,A005,2024-02-14,5,95000.0,475000.0
T002442,C1045,P003,D021,A005,2024-01-14,7,120000.0,840000.0
T002443,C1473,P008,D029,A008,2025-12-10,10,51300.0,513000.0
T002444,C1604,P014,D034,A010,2025-10-11,9,28000.0,252000.0
T002445,C0850,P012,D015,A004,2024-07-28,1,31000.0,31000.0
T002446,C0580,P006,D016,A004,2026-04-04,3,18500.0,55500.0
T002447,C0499,P015,D012,A003,2026-01-15,15,46550.0,698250.0
T002448,C0376,P010,D009,A002,2024-03-16,4,22000.0,88000.0
T002449,C0106,P003,D002,A001,2026-05-13,10,114000.0,1140000.0
T002450,C0665,P014,D014,A004,2025-07-23,7,28000.0,196000.0
T002451,C0522,P005,D012,A003,2026-07-13,15,11875.0,178125.0
T002452,C1834,P009,D038,A013,2024-07-31,6,8500.0,51000.0
T002453,C1068,P009,D023,A005,2026-03-27,13,8075.0,104975.0
T002454,C0670,P012,D017,A004,2024-10-23,5,31000.0,155000.0
T002455,C1104,P008,D025,A005,2025-07-30,12,51300.0,615600.0
T002456,C0267,P003,D005,A001,2024-09-02,10,114000.0,1140000.0
T002457,C0859,P004,D018,A004,2024-02-27,14,36100.0,505400.0
T002458,C1194,P012,D022,A005,2025-05-20,1,31000.0,31000.0
T002459,C0958,P007,D018,A004,2025-06-25,12,80750.0,969000.0
T002460,C0766,P011,D014,A004,2025-08-30,15,39900.0,598500.0
T002461,C1888,P009,D039,A013,2026-06-12,15,8075.0,121125.0
T002462,C1689,P015,D036,A011,2026-02-17,13,46550.0,605150.0
T002463,C1187,P004,D019,A005,2025-03-23,15,36100.0,541500.0
T002464,C1090,P005,D024,A005,2026-08-22,14,11875.0,166250.0
T002465,C1183,P009,D019,A005,2025-09-17,7,8500.0,59500.0
T002466,C0393,P005,D010,A002,2025-08-11,6,12500.0,75000.0
T002467,C0755,P006,D018,A004,2024-07-24,2,18500.0,37000.0
T002468,C0060,P012,D003,A001,2025-09-06,11,29450.0,323950.0
T002469,C0934,P005,D017,A004,2025-12-26,8,12500.0,100000.0
T002470,C1048,P011,D021,A005,2025-06-23,7,42000.0,294000.0
T002471,C0439,P008,D010,A002,2026-02-17,2,54000.0,108000.0
T002472,C1830,P007,D040,A013,2024-12-08,4,85000.0,340000.0
T002473,C1749,P002,D037,A012,2026-03-08,11,6175.0,67925.0
T002474,C1390,P008,D028,A007,2024-08-31,15,51300.0,769500.0
T002475,C1029,P004,D021,A005,2026-01-24,9,38000.0,342000.0
T002476,C1675,P004,D036,A011,2024-03-28,13,36100.0,469300.0
T002477,C0248,P003,D002,A001,2026-08-02,5,120000.0,600000.0
T002478,C1526,P013,D031,A009,2024-11-08,13,90250.0,1173250.0
T002479,C0237,P009,D001,A001,2025-08-04,11,8075.0,88825.0
T002480,C1529,P001,D030,A009,2026-04-03,11,42750.0,470250.0
T002481,C0532,P004,D012,A003,2026-07-20,5,38000.0,190000.0
T002482,C1685,P014,D036,A011,2025-03-25,12,26600.0,319200.0
T002483,C1803,P012,D041,A013,2024-04-16,15,29450.0,441750.0
T002484,C0282,P001,D003,A001,2024-09-07,10,42750.0,427500.0
T002485,C0903,P007,D016,A004,2026-05-26,5,85000.0,425000.0
T002486,C1867,P003,D041,A013,2024-05-19,1,120000.0,120000.0
T002487,C0953,P012,D015,A004,2025-10-01,10,29450.0,294500.0
T002488,C1667,P009,D035,A010,2025-02-22,8,8500.0,68000.0
T002489,C1119,P009,D021,A005,2026-01-25,1,8500.0,8500.0
T002490,C0721,P006,D015,A004,2026-01-09,15,17575.0,263625.0
T002491,C0550,P014,D013,A004,2025-11-20,8,28000.0,224000.0
T002492,C0395,P002,D009,A002,2025-01-30,3,6500.0,19500.0
T002493,C1473,P008,D029,A008,2024-10-22,12,51300.0,615600.0
T002494,C0739,P014,D013,A004,2026-05-01,8,28000.0,224000.0
T002495,C0999,P012,D023,A005,2026-08-18,2,31000.0,62000.0
T002496,C0964,P006,D013,A004,2024-06-05,10,17575.0,175750.0
T002497,C1100,P005,D023,A005,2026-03-10,3,12500.0,37500.0
T002498,C1668,P005,D034,A010,2025-06-16,13,11875.0,154375.0
T002499,C1866,P006,D041,A013,2024-10-05,8,18500.0,148000.0
T002500,C0779,P010,D013,A004,2025-05-07,1,22000.0,22000.0
T002501,C1595,P011,D034,A010,2025-10-15,14,39900.0,558600.0
T002502,C1476,P008,D033,A009,2024-04-14,6,54000.0,324000.0
T002503,C1096,P012,D019,A005,2026-04-29,10,29450.0,294500.0
T002504,C1820,P008,D041,A013,2026-08-27,12,51300.0,615600.0
T002505,C0390,P006,D011,A002,2025-04-22,2,18500.0,37000.0
T002506,C0206,P006,D006,A001,2024-09-15,8,18500.0,148000.0
T002507,C1642,P005,D034,A010,2025-11-10,2,12500.0,25000.0
T002508,C0850,P003,D015,A004,2026-08-23,6,120000.0,720000.0
T002509,C1633,P002,D034,A010,2024-12-16,5,6500.0,32500.0
T002510,C1717,P002,D036,A011,2025-06-30,6,6500.0,39000.0
T002511,C0110,P006,D002,A001,2024-08-31,14,17575.0,246050.0
T002512,C1695,P001,D036,A011,2025-05-12,12,42750.0,513000.0
T002513,C0870,P009,D013,A004,2025-10-31,7,8500.0,59500.0
T002514,C0999,P009,D025,A005,2026-07-19,5,8500.0,42500.0
T002515,C1194,P003,D020,A005,2024-08-06,12,114000.0,1368000.0
T002516,C1781,P001,D040,A013,2024-01-19,8,45000.0,360000.0
T002517,C0029,P008,D006,A001,2026-01-03,2,54000.0,108000.0
T002518,C0939,P008,D018,A004,2026-04-08,13,51300.0,666900.0
T002519,C1320,P006,D028,A007,2025-08-08,6,18500.0,111000.0
T002520,C1390,P005,D028,A007,2026-01-01,13,11875.0,154375.0
T002521,C1323,P010,D028,A007,2024-04-13,1,22000.0,22000.0
T002522,C0260,P011,D007,A001,2024-02-10,13,39900.0,518700.0
T002523,C0574,P008,D017,A004,2026-03-20,11,51300.0,564300.0
T002524,C0691,P012,D017,A004,2024-07-01,9,31000.0,279000.0
T002525,C1552,P012,D031,A009,2024-04-22,12,29450.0,353400.0
T002526,C0536,P009,D012,A003,2025-03-31,7,8500.0,59500.0
T002527,C0412,P008,D009,A002,2025-01-11,15,51300.0,769500.0
T002528,C1823,P007,D038,A013,2025-05-15,1,85000.0,85000.0
T002529,C0013,P005,D007,A001,2024-03-28,4,12500.0,50000.0
T002530,C1896,P004,D038,A013,2024-03-17,5,38000.0,190000.0
T002531,C1300,P005,D026,A006,2025-05-19,11,11875.0,130625.0
T002532,C1595,P014,D034,A010,2024-11-17,8,28000.0,224000.0
T002533,C0569,P013,D013,A004,2026-08-31,12,90250.0,1083000.0
T002534,C0023,P013,D007,A001,2026-07-01,11,90250.0,992750.0
T002535,C1421,P012,D029,A008,2026-04-03,6,31000.0,186000.0
T002536,C1604,P003,D035,A010,2026-04-24,1,120000.0,120000.0
T002537,C1423,P011,D029,A008,2024-08-30,15,39900.0,598500.0
T002538,C0273,P012,D007,A001,2026-03-30,2,31000.0,62000.0
T002539,C1451,P007,D029,A008,2026-08-19,10,80750.0,807500.0
T002540,C1481,P004,D031,A009,2024-03-18,5,38000.0,190000.0
T002541,C1254,P013,D026,A006,2024-03-25,15,90250.0,1353750.0
T002542,C1479,P010,D031,A009,2026-05-13,6,22000.0,132000.0
T002543,C1632,P013,D035,A010,2025-04-07,5,95000.0,475000.0
T002544,C1168,P012,D020,A005,2024-07-04,6,31000.0,186000.0
T002545,C0159,P002,D001,A001,2025-06-17,2,6500.0,13000.0
T002546,C0957,P012,D015,A004,2024-03-28,4,31000.0,124000.0
T002547,C0141,P001,D006,A001,2024-12-12,3,45000.0,135000.0
T002548,C0779,P009,D013,A004,2025-12-07,10,8075.0,80750.0
T002549,C0779,P005,D013,A004,2025-07-03,13,11875.0,154375.0
T002550,C0115,P011,D002,A001,2024-06-18,1,42000.0,42000.0
T002551,C0671,P004,D015,A004,2024-09-30,1,38000.0,38000.0
T002552,C0207,P004,D004,A001,2024-01-12,4,38000.0,152000.0
T002553,C1560,P015,D032,A009,2025-04-24,15,46550.0,698250.0
T002554,C1812,P007,D041,A013,2025-03-21,2,85000.0,170000.0
T002555,C0124,P012,D005,A001,2025-01-17,1,31000.0,31000.0
T002556,C1819,P002,D041,A013,2024-07-08,2,6500.0,13000.0
T002557,C1017,P014,D023,A005,2025-02-08,9,28000.0,252000.0
T002558,C0575,P014,D017,A004,2024-08-15,1,28000.0,28000.0
T002559,C0136,P014,D003,A001,2025-11-01,6,28000.0,168000.0
T002560,C0988,P002,D023,A005,2025-09-19,2,6500.0,13000.0
T002561,C1530,P013,D031,A009,2025-09-15,11,90250.0,992750.0
T002562,C1360,P010,D027,A007,2025-08-01,12,20900.0,250800.0
T002563,C0088,P005,D002,A001,2024-12-10,14,11875.0,166250.0
T002564,C0125,P008,D006,A001,2024-02-24,2,54000.0,108000.0
T002565,C0768,P010,D013,A004,2024-07-11,7,22000.0,154000.0
T002566,C0569,P001,D016,A004,2024-10-10,3,45000.0,135000.0
T002567,C0449,P010,D009,A002,2025-10-14,15,20900.0,313500.0
T002568,C0543,P003,D012,A003,2026-03-25,1,120000.0,120000.0
T002569,C1551,P015,D030,A009,2025-07-17,12,46550.0,558600.0
T002570,C1784,P003,D039,A013,2024-07-22,13,114000.0,1482000.0
T002571,C0775,P005,D014,A004,2025-11-29,14,11875.0,166250.0
T002572,C1740,P008,D037,A012,2026-06-25,13,51300.0,666900.0
T002573,C0627,P015,D015,A004,2025-01-21,10,46550.0,465500.0
T002574,C0939,P001,D014,A004,2026-01-22,2,45000.0,90000.0
T002575,C0437,P003,D009,A002,2024-07-12,2,120000.0,240000.0
T002576,C1221,P010,D024,A005,2025-05-08,10,20900.0,209000.0
T002577,C1858,P013,D041,A013,2024-04-12,8,95000.0,760000.0
T002578,C1141,P004,D019,A005,2024-12-19,7,38000.0,266000.0
T002579,C0689,P005,D013,A004,2024-05-12,5,12500.0,62500.0
T002580,C1234,P007,D021,A005,2025-07-07,13,80750.0,1049750.0
T002581,C0231,P006,D002,A001,2024-09-01,8,18500.0,148000.0
T002582,C1706,P008,D036,A011,2025-04-13,8,54000.0,432000.0
T002583,C0989,P005,D020,A005,2024-11-13,6,12500.0,75000.0
T002584,C0870,P012,D016,A004,2025-11-23,11,29450.0,323950.0
T002585,C1117,P013,D022,A005,2026-02-17,4,95000.0,380000.0
T002586,C1187,P013,D022,A005,2026-02-05,14,90250.0,1263500.0
T002587,C0124,P008,D003,A001,2026-06-08,6,54000.0,324000.0
T002588,C1307,P015,D026,A006,2025-08-23,5,49000.0,245000.0
T002589,C0467,P004,D012,A003,2025-07-08,2,38000.0,76000.0
T002590,C1373,P005,D027,A007,2025-05-10,1,12500.0,12500.0
T002591,C1587,P006,D032,A009,2026-04-02,8,18500.0,148000.0
T002592,C1551,P008,D033,A009,2025-02-05,5,54000.0,270000.0
T002593,C1060,P007,D021,A005,2025-04-17,3,85000.0,255000.0
T002594,C1016,P007,D024,A005,2025-08-13,4,85000.0,340000.0
T002595,C0273,P011,D001,A001,2026-02-15,4,42000.0,168000.0
T002596,C1494,P011,D033,A009,2025-06-25,14,39900.0,558600.0
T002597,C0525,P007,D012,A003,2026-08-02,14,80750.0,1130500.0
T002598,C0974,P009,D020,A005,2026-08-11,7,8500.0,59500.0
T002599,C0549,P008,D016,A004,2026-06-30,8,54000.0,432000.0
T002600,C0260,P011,D002,A001,2025-08-06,10,39900.0,399000.0
T002601,C1203,P010,D020,A005,2026-06-19,12,20900.0,250800.0
T002602,C0099,P008,D007,A001,2024-09-01,6,54000.0,324000.0
T002603,C1446,P003,D029,A008,2025-02-20,9,120000.0,1080000.0
T002604,C0623,P004,D014,A004,2025-12-01,13,36100.0,469300.0
T002605,C0001,P010,D002,A001,2024-09-15,5,22000.0,110000.0
T002606,C0999,P015,D019,A005,2026-05-04,14,46550.0,651700.0
T002607,C0076,P011,D001,A001,2025-02-12,10,39900.0,399000.0
T002608,C0534,P009,D012,A003,2024-11-26,13,8075.0,104975.0
T002609,C1360,P006,D027,A007,2025-05-08,12,17575.0,210900.0
T002610,C0110,P005,D003,A001,2025-06-27,15,11875.0,178125.0
T002611,C1611,P006,D034,A010,2024-04-19,2,18500.0,37000.0
T002612,C0006,P013,D001,A001,2024-09-19,3,95000.0,285000.0
T002613,C0478,P009,D012,A003,2024-11-27,4,8500.0,34000.0
T002614,C1424,P006,D029,A008,2026-03-30,1,18500.0,18500.0
T002615,C0621,P011,D016,A004,2025-07-11,7,42000.0,294000.0
T002616,C0192,P010,D002,A001,2024-06-21,2,22000.0,44000.0
T002617,C0693,P015,D013,A004,2025-09-28,12,46550.0,558600.0
T002618,C0522,P010,D012,A003,2025-07-06,13,20900.0,271700.0
T002619,C1616,P015,D035,A010,2024-07-26,14,46550.0,651700.0
T002620,C0613,P010,D015,A004,2026-03-27,7,22000.0,154000.0
T002621,C1525,P011,D033,A009,2024-11-13,5,42000.0,210000.0
T002622,C1714,P003,D036,A011,2025-04-27,1,120000.0,120000.0
T002623,C0839,P009,D016,A004,2024-11-15,6,8500.0,51000.0
T002624,C1749,P003,D037,A012,2024-03-25,12,114000.0,1368000.0
T002625,C0724,P002,D016,A004,2024-10-09,9,6500.0,58500.0
T002626,C1830,P002,D038,A013,2026-06-08,15,6175.0,92625.0
T002627,C0161,P006,D006,A001,2026-01-27,1,18500.0,18500.0
T002628,C1315,P010,D028,A007,2024-09-15,5,22000.0,110000.0
T002629,C0965,P007,D013,A004,2025-05-07,9,85000.0,765000.0
T002630,C0744,P013,D014,A004,2024-07-25,1,95000.0,95000.0
T002631,C1207,P003,D020,A005,2025-12-06,9,120000.0,1080000.0
T002632,C1352,P007,D027,A007,2026-03-25,2,85000.0,170000.0
T002633,C0007,P003,D004,A001,2025-05-12,2,120000.0,240000.0
T002634,C0317,P012,D008,A002,2025-09-27,11,29450.0,323950.0
T002635,C1373,P002,D028,A007,2025-05-23,10,6175.0,61750.0
T002636,C1279,P006,D026,A006,2025-08-08,3,18500.0,55500.0
T002637,C1832,P012,D040,A013,2024-05-09,4,31000.0,124000.0
T002638,C1468,P001,D029,A008,2025-08-12,11,42750.0,470250.0
T002639,C1815,P003,D038,A013,2024-12-17,9,120000.0,1080000.0
T002640,C1348,P002,D028,A007,2026-05-12,4,6500.0,26000.0
T002641,C0574,P003,D013,A004,2026-07-14,13,114000.0,1482000.0
T002642,C0201,P012,D007,A001,2024-04-23,13,29450.0,382850.0
T002643,C1507,P008,D031,A009,2025-08-19,7,54000.0,378000.0
T002644,C1230,P009,D023,A005,2024-08-31,12,8075.0,96900.0
T002645,C0083,P013,D004,A001,2026-01-15,8,95000.0,760000.0
T002646,C0693,P013,D016,A004,2025-05-06,3,95000.0,285000.0
T002647,C1820,P011,D040,A013,2026-05-30,5,42000.0,210000.0
T002648,C0988,P010,D025,A005,2025-01-20,6,22000.0,132000.0
T002649,C0835,P012,D015,A004,2024-08-16,15,29450.0,441750.0
T002650,C0889,P003,D017,A004,2026-07-26,10,114000.0,1140000.0
T002651,C0409,P009,D008,A002,2025-10-18,5,8500.0,42500.0
T002652,C0710,P001,D018,A004,2024-02-01,12,42750.0,513000.0
T002653,C0713,P007,D018,A004,2024-12-28,8,85000.0,680000.0
T002654,C0094,P003,D004,A001,2025-01-26,12,114000.0,1368000.0
T002655,C1480,P010,D031,A009,2026-08-02,1,22000.0,22000.0
T002656,C0799,P010,D013,A004,2026-01-05,5,22000.0,110000.0
T002657,C1585,P006,D031,A009,2025-04-22,4,18500.0,74000.0
T002658,C1636,P003,D034,A010,2025-02-09,5,120000.0,600000.0
T002659,C0412,P013,D008,A002,2026-06-18,1,95000.0,95000.0
T002660,C1252,P010,D026,A006,2024-08-10,6,22000.0,132000.0
T002661,C0923,P013,D015,A004,2024-06-16,3,95000.0,285000.0
T002662,C1689,P013,D036,A011,2025-09-23,7,95000.0,665000.0
T002663,C0415,P008,D008,A002,2024-12-27,4,54000.0,216000.0
T002664,C1300,P013,D026,A006,2026-01-29,5,95000.0,475000.0
T002665,C1163,P001,D019,A005,2026-01-06,4,45000.0,180000.0
T002666,C0569,P012,D018,A004,2024-02-26,7,31000.0,217000.0
T002667,C0265,P014,D006,A001,2024-11-15,5,28000.0,140000.0
T002668,C1243,P012,D024,A005,2024-11-28,6,31000.0,186000.0
T002669,C1421,P005,D029,A008,2025-10-18,4,12500.0,50000.0
T002670,C0617,P012,D018,A004,2026-02-06,1,31000.0,31000.0
T002671,C1230,P005,D023,A005,2024-08-18,10,11875.0,118750.0
T002672,C0755,P007,D017,A004,2024-01-20,5,85000.0,425000.0
T002673,C1373,P010,D027,A007,2026-03-21,12,20900.0,250800.0
T002674,C0385,P004,D010,A002,2025-04-12,4,38000.0,152000.0
T002675,C1708,P004,D036,A011,2024-01-21,15,36100.0,541500.0
T002676,C0552,P015,D018,A004,2024-08-01,1,49000.0,49000.0
T002677,C0708,P014,D014,A004,2024-06-05,5,28000.0,140000.0
T002678,C0106,P009,D003,A001,2024-07-14,12,8075.0,96900.0
T002679,C0210,P001,D003,A001,2026-07-26,2,45000.0,90000.0
T002680,C1004,P006,D019,A005,2026-04-18,1,18500.0,18500.0
T002681,C0519,P006,D012,A003,2024-02-25,13,17575.0,228475.0
T002682,C1607,P012,D034,A010,2024-10-06,3,31000.0,93000.0
T002683,C0024,P006,D004,A001,2024-11-08,2,18500.0,37000.0
T002684,C0728,P006,D013,A004,2024-05-14,6,18500.0,111000.0
T002685,C0651,P008,D017,A004,2024-03-18,10,51300.0,513000.0
T002686,C0029,P015,D003,A001,2026-07-14,1,49000.0,49000.0
T002687,C0237,P005,D005,A001,2024-09-17,15,11875.0,178125.0
T002688,C0797,P006,D018,A004,2025-05-24,14,17575.0,246050.0
T002689,C0964,P007,D016,A004,2026-03-27,4,85000.0,340000.0
T002690,C0773,P005,D016,A004,2024-09-08,1,12500.0,12500.0
T002691,C1026,P014,D019,A005,2025-11-18,11,26600.0,292600.0
T002692,C1128,P007,D020,A005,2024-11-19,3,85000.0,255000.0
T002693,C0017,P002,D003,A001,2024-02-12,5,6500.0,32500.0
T002694,C0903,P007,D017,A004,2026-04-08,6,85000.0,510000.0
T002695,C1830,P015,D038,A013,2024-11-09,4,49000.0,196000.0
T002696,C1012,P015,D023,A005,2024-02-13,12,46550.0,558600.0
T002697,C1300,P005,D026,A006,2026-01-20,2,12500.0,25000.0
T002698,C0608,P014,D017,A004,2025-06-21,9,28000.0,252000.0
T002699,C1490,P005,D033,A009,2025-11-03,2,12500.0,25000.0
T002700,C1488,P007,D033,A009,2025-12-25,9,85000.0,765000.0
T002701,C1016,P006,D022,A005,2026-08-11,10,17575.0,175750.0
T002702,C1851,P010,D041,A013,2024-12-08,7,22000.0,154000.0
T002703,C0242,P003,D005,A001,2024-02-05,1,120000.0,120000.0
T002704,C0027,P014,D001,A001,2026-01-11,11,26600.0,292600.0
T002705,C1486,P005,D033,A009,2024-06-07,11,11875.0,130625.0
T002706,C1559,P001,D033,A009,2025-06-12,4,45000.0,180000.0
T002707,C0223,P009,D002,A001,2024-02-20,13,8075.0,104975.0
T002708,C0515,P010,D012,A003,2024-04-15,11,20900.0,229900.0
T002709,C0029,P004,D004,A001,2025-04-17,15,36100.0,541500.0
T002710,C0568,P001,D016,A004,2025-01-23,9,45000.0,405000.0
T002711,C1488,P014,D032,A009,2026-02-20,8,28000.0,224000.0
T002712,C1009,P001,D021,A005,2025-11-15,10,42750.0,427500.0
T002713,C0671,P004,D013,A004,2025-05-30,1,38000.0,38000.0
T002714,C0714,P003,D013,A004,2026-01-07,1,120000.0,120000.0
T002715,C0005,P007,D003,A001,2026-02-15,13,80750.0,1049750.0
T002716,C0575,P008,D014,A004,2024-01-19,11,51300.0,564300.0
T002717,C1233,P008,D019,A005,2025-08-29,13,51300.0,666900.0
T002718,C1845,P009,D041,A013,2025-11-20,3,8500.0,25500.0
T002719,C1633,P001,D034,A010,2025-01-18,14,42750.0,598500.0
T002720,C0041,P006,D003,A001,2025-08-27,1,18500.0,18500.0
T002721,C1731,P010,D037,A012,2025-08-04,14,20900.0,292600.0
T002722,C1509,P009,D033,A009,2024-05-18,5,8500.0,42500.0
T002723,C1504,P013,D032,A009,2024-09-11,9,95000.0,855000.0
T002724,C0890,P010,D013,A004,2024-10-25,4,22000.0,88000.0
T002725,C0762,P004,D013,A004,2025-05-18,12,36100.0,433200.0
T002726,C0580,P010,D018,A004,2025-02-26,6,22000.0,132000.0
T002727,C0114,P010,D004,A001,2025-12-10,4,22000.0,88000.0
T002728,C0440,P003,D009,A002,2024-12-10,3,120000.0,360000.0
T002729,C0477,P001,D012,A003,2024-05-10,4,45000.0,180000.0
T002730,C0954,P001,D015,A004,2025-01-26,12,42750.0,513000.0
T002731,C1442,P002,D029,A008,2025-01-03,2,6500.0,13000.0
T002732,C0926,P014,D015,A004,2024-04-14,15,26600.0,399000.0
T002733,C0106,P009,D001,A001,2024-12-10,2,8500.0,17000.0
T002734,C1823,P013,D038,A013,2026-05-20,3,95000.0,285000.0
T002735,C1802,P005,D040,A013,2025-05-12,11,11875.0,130625.0
T002736,C1517,P004,D033,A009,2024-03-25,6,38000.0,228000.0
T002737,C1884,P009,D040,A013,2024-11-06,5,8500.0,42500.0
T002738,C1049,P005,D024,A005,2025-07-22,3,12500.0,37500.0
T002739,C1829,P012,D038,A013,2024-09-07,14,29450.0,412300.0
T002740,C0130,P001,D002,A001,2026-08-23,2,45000.0,90000.0
T002741,C0706,P007,D018,A004,2025-01-24,11,80750.0,888250.0
T002742,C0431,P002,D009,A002,2025-11-16,10,6175.0,61750.0
T002743,C0378,P008,D008,A002,2026-06-13,9,54000.0,486000.0
T002744,C0268,P014,D005,A001,2026-04-03,13,26600.0,345800.0
T002745,C1184,P007,D024,A005,2025-11-23,10,80750.0,807500.0
T002746,C1507,P009,D031,A009,2024-10-23,2,8500.0,17000.0
T002747,C1100,P004,D025,A005,2024-03-12,9,38000.0,342000.0
T002748,C0279,P009,D006,A001,2024-04-16,5,8500.0,42500.0
T002749,C1569,P012,D031,A009,2024-06-09,6,31000.0,186000.0
T002750,C1213,P005,D021,A005,2025-04-06,1,12500.0,12500.0
T002751,C0744,P005,D013,A004,2026-04-06,15,11875.0,178125.0
T002752,C1293,P009,D026,A006,2025-06-23,4,8500.0,34000.0
T002753,C0502,P013,D012,A003,2026-02-20,15,90250.0,1353750.0
T002754,C0668,P013,D014,A004,2025-04-13,6,95000.0,570000.0
T002755,C1759,P001,D037,A012,2026-01-13,5,45000.0,225000.0
T002756,C0561,P010,D018,A004,2025-08-17,10,20900.0,209000.0
T002757,C0921,P004,D017,A004,2024-04-19,12,36100.0,433200.0
T002758,C1708,P003,D036,A011,2024-11-03,2,120000.0,240000.0
T002759,C1361,P007,D028,A007,2024-12-25,4,85000.0,340000.0
T002760,C0110,P008,D004,A001,2024-09-04,2,54000.0,108000.0
T002761,C0280,P009,D005,A001,2025-02-19,11,8075.0,88825.0
T002762,C0012,P006,D002,A001,2025-02-09,1,18500.0,18500.0
T002763,C1204,P008,D021,A005,2026-08-31,9,54000.0,486000.0
T002764,C0870,P007,D018,A004,2025-10-13,10,80750.0,807500.0
T002765,C0260,P002,D004,A001,2024-01-13,15,6175.0,92625.0
T002766,C1823,P001,D041,A013,2026-03-28,8,45000.0,360000.0
T002767,C1026,P013,D025,A005,2024-08-15,11,90250.0,992750.0
T002768,C0467,P004,D012,A003,2026-04-15,15,36100.0,541500.0
T002769,C0988,P015,D019,A005,2025-03-28,2,49000.0,98000.0
T002770,C1303,P001,D026,A006,2025-09-22,1,45000.0,45000.0
T002771,C0132,P002,D007,A001,2024-12-31,6,6500.0,39000.0
T002772,C0532,P004,D012,A003,2025-11-10,10,36100.0,361000.0
T002773,C1559,P006,D031,A009,2024-08-22,10,17575.0,175750.0
T002774,C0893,P004,D018,A004,2024-08-27,6,38000.0,228000.0
T002775,C1053,P001,D021,A005,2025-09-24,12,42750.0,513000.0
T002776,C0836,P006,D014,A004,2026-01-06,7,18500.0,129500.0
